acc_x_1,acc_y_1,acc_z_1,acc_x_2,acc_y_2,acc_z_2,acc_x_3,acc_y_3,acc_z_3,acc_x_4,acc_y_4,acc_z_4,acc_x_5,acc_y_5,acc_z_5,acc_x_6,acc_y_6,acc_z_6
16145,48906,16155,16038,48939,16171,15878,48963,16157,15758,48970,16158,48985,48779,16093,48860,15616,16227
16137,48908,16164,16025,48943,16182,15782,48964,16168,15817,48975,16162,48993,48796,16113,48882,15702,16243
16134,48915,16154,16028,48945,16166,15893,48972,16149,15783,48980,16142,48975,48802,16098,48839,15824,16228
16122,48898,16151,16024,48933,16179,15384,48953,16169,15654,48957,16172,49000,48582,16098,48816,48388,16230
16155,48937,16151,16058,48961,16158,15882,48994,16149,15820,48991,16162,48994,48781,16099,48862,15806,16236
16166,48928,16165,16100,48962,16178,15996,48987,16163,15904,48978,16178,49008,48734,16112,48878,15152,16258
16103,48900,16075,15970,48913,16128,15801,48905,16094,15820,48863,16109,48920,48695,16070,48904,48472,16227
16048,48898,16176,15848,48908,16192,48462,48917,16178,48705,48903,16179,48996,48598,15947,48739,48689,16223
16159,48959,16179,16004,48957,16156,16028,49004,16172,15820,49043,16256,48992,48808,16047,48861,15796,16275
16146,48904,16150,16062,48940,16168,15923,48966,16153,15794,48975,16163,48986,48797,16110,48817,48358,16240
16136,48914,16143,16036,48942,16163,15910,48969,16152,15890,48971,16152,48977,48807,16112,48819,15232,16241
16148,48912,16153,16054,48940,16170,15935,48966,16152,15903,48967,16152,48960,48817,16125,48842,47968,16239
16148,48904,16156,16048,48936,16175,15929,48962,16160,15879,48963,16161,48972,48790,16121,48843,48530,16232
16111,48919,16162,16000,48940,16178,15814,48960,16161,48288,48968,16164,48984,48773,16081,48834,48488,16235
16148,48901,16157,16071,48932,16173,15949,48959,16158,15890,48965,16160,48976,48791,16097,48842,48511,16235
16151,48897,16148,16083,48933,16168,15974,48958,16154,15945,48963,16155,48968,48795,16122,48861,48502,16232
16148,48907,16153,16051,48937,16172,15916,48964,16159,15853,48968,16159,48974,48800,16111,48847,48496,16235
16147,48906,16151,16051,48936,16171,15912,48963,16158,15850,48967,16159,48974,48801,16112,48851,48511,16231
16158,48905,16153,16073,48937,16169,15994,48965,16152,15941,48972,16153,48968,48802,16114,48850,48519,16230
16184,48905,16131,16132,48943,16147,16055,48964,16132,16012,48956,16131,48959,48773,16089,48871,48558,16230
16170,48907,16130,16123,48944,16139,16045,48968,16114,15999,48969,16135,48975,48783,16086,48831,48520,16238
16057,48953,16147,15807,48968,16162,48584,48974,16144,48771,48965,16163,49025,48573,15994,48815,48405,16257
16150,48927,16125,16066,48957,16138,15979,48979,16114,15891,48964,16137,48975,48768,16052,48841,48212,16233
16139,48899,16151,16056,48935,16162,15951,48965,16150,15827,48949,16162,48984,48675,16036,48787,48616,16226
16004,48970,16175,48360,48962,16184,48706,48931,16139,48788,48904,16140,48983,15742,15136,48754,48526,16227
16051,48719,16025,16003,48805,16058,15886,48865,16080,15748,48911,16141,48992,48773,16059,48646,48664,16244
16159,48948,16148,16062,48969,16172,15930,48981,16160,15814,48966,16170,48987,48753,16077,48865,48487,16236
16171,48876,16134,16111,48935,16165,16020,48968,16157,15952,48974,16162,48982,48802,16101,48788,48574,16241
16139,48914,16153,16030,48939,16171,15887,48958,16154,15763,48965,16152,48980,48790,16098,48836,48545,16236
16143,48904,16154,16043,48936,16175,15902,48961,16161,15863,48971,16154,48979,48785,16088,48841,48559,16235
16136,48923,16157,16017,48946,16173,15797,48966,16161,15685,48977,16157,48981,48786,16088,48874,48555,16227
16144,48936,16168,16032,48958,16181,15879,48976,16163,15756,48978,16161,48980,48798,16076,48877,48569,16226
16163,48895,16154,16095,48932,16174,16016,48957,16167,15956,48962,16174,48978,48787,16119,48883,48655,16223
16141,48863,16146,16053,48907,16166,15961,48923,16158,15888,48926,16169,48964,48716,16091,48882,48685,16222
16146,48906,16169,16048,48936,16189,15927,48950,16175,15822,48948,16179,48982,48740,16090,48882,48685,16225
16166,48876,16149,16112,48926,16168,16037,48951,16164,15986,48958,16179,48975,48794,16129,48869,48703,16224
16145,48895,16159,16059,48926,16179,15969,48941,16171,15890,48941,16179,48974,48747,16093,48863,48716,16222
16143,48897,16156,16054,48930,16174,15953,48949,16167,15863,48950,16176,48987,48782,16094,48851,48680,16231
16152,48909,16150,16069,48937,16166,15980,48953,16156,15893,48953,16170,48977,48779,16106,48885,48681,16225
16154,48920,16164,16067,48945,16177,15965,48961,16163,15870,48953,16169,48978,48756,16076,48862,48674,16232
16147,48902,16142,16069,48933,16157,15971,48954,16147,15862,48959,16168,48999,48770,16094,48833,48663,16240
16143,48905,16144,16052,48937,16164,15932,48956,16155,15811,48956,16174,48995,48707,16067,48825,48654,16232
16139,48915,16158,16035,48939,16176,15900,48956,16163,15714,48950,16181,48988,48627,16047,48833,48677,16226
16137,48903,16152,16045,48928,16170,15932,48950,16159,15792,48948,16175,48991,48674,16054,48815,48691,16232
16157,48899,16152,16087,48935,16174,16002,48959,16163,15907,48955,16182,48995,48705,16083,48822,48696,16238
16098,48914,16161,15973,48935,16177,15721,48951,16165,48429,48943,16175,49001,48655,16004,48777,48692,16240
16142,48915,16149,16053,48940,16166,15938,48960,16152,15810,48958,16169,48996,48727,16049,48807,48656,16245
16153,48920,16156,16067,48952,16173,15952,48979,16161,15803,48977,16181,49012,48740,16059,48799,48663,16243
16154,48917,16118,16075,48951,16147,15966,48976,16142,15841,48962,16177,49011,48702,16107,48871,48648,16235
16186,48816,16061,16152,48893,16104,16111,48915,16104,16071,48901,16150,48934,48551,16153,48920,48731,16185
16241,48845,16134,16194,48913,16153,16154,48930,16144,16124,48897,16172,48910,15661,16147,48958,48805,16172
16201,48781,16032,16171,48866,16079,16140,48909,16090,16112,48893,16146,48924,48529,16171,48937,48756,16172
16206,48779,16070,16173,48876,16126,16138,48919,16135,16093,48912,16180,48965,48342,16187,48928,48787,16176
16221,48696,16017,16199,48841,16079,16169,48904,16101,16146,48897,16163,48934,48482,16208,48945,48772,16158
16242,48702,16019,16214,48841,16078,16185,48898,16097,16164,48870,16158,48900,15432,16213,48980,48783,16138
16259,48236,15864,16251,48777,16005,16226,48848,16041,16205,48823,16137,48839,15520,16236,48996,48785,16071
16258,15920,15674,16261,48559,15913,16254,48723,15977,16240,48696,16082,48585,15847,16240,49008,48814,15826
16236,16052,48608,16254,15876,15550,16251,15641,15835,16247,15779,16006,15914,15944,16241,49014,48817,48454
16228,16124,48658,16257,16009,48196,16258,15896,15799,16256,15908,15994,15995,15990,16239,49000,48838,48666
16186,16146,48681,16221,16067,48360,16225,16015,15837,16223,16008,16008,15994,16037,16225,48992,48850,48671
16218,16129,48529,16254,16018,15624,16254,15900,15899,16251,15914,16030,16022,16005,16242,49011,48836,48641
16210,16126,48272,16240,15979,15751,16234,15786,15935,16224,15706,16064,15732,16017,16237,48996,48857,48354
16254,16018,15850,16258,15272,15956,16250,48642,16012,16236,48600,16081,15614,15989,16218,48992,48852,15813
16234,48552,15974,16204,48829,16028,16167,48894,16060,16137,48889,16138,48898,15919,16179,48960,48816,16137
16217,48868,16046,16173,48946,16055,16132,48967,16053,16081,48966,16134,48968,15690,16158,48912,48786,16204
16185,48924,16073,16128,48982,16082,16035,49003,16073,15953,48992,16141,49005,15480,16126,48873,48740,16224
16153,48906,16115,16075,48959,16123,15983,48980,16119,15872,48963,16160,48988,48220,16077,48814,48748,16227
16139,48928,16154,16034,48959,16154,15886,48975,16145,15618,48961,16177,49024,48543,16032,48782,48667,16252
16091,48960,16179,15904,48985,16188,48462,49000,16182,48669,48970,16190,49026,48664,15909,48678,48552,16265
16016,48932,16170,15704,48953,16191,48655,48960,16195,48775,48956,16214,49031,48636,15851,48528,48643,16255
16073,48895,16159,15943,48896,16182,15616,48891,16185,48638,48831,16198,48989,15645,15936,48711,48779,16227
16166,48800,16160,16125,48847,16184,16051,48856,16193,15919,48781,16225,48973,15895,16103,48851,48839,16209
16173,48772,16165,16139,48845,16190,16070,48894,16210,15985,48823,16245,48970,15904,16122,48841,48858,16198
16166,48800,16166,16125,48863,16187,16048,48883,16197,15915,48815,16228,48980,15921,16109,48849,48853,16206
16163,48798,16155,16113,48885,16181,16037,48907,16185,15938,48873,16220,48975,15932,16120,48871,48851,16201
16189,48821,16145,16149,48906,16158,16098,48922,16158,16034,48903,16192,48965,15908,16138,48890,48852,16193
16192,48833,16098,16151,48913,16121,16101,48934,16136,16044,48915,16183,48959,15893,16150,48907,48836,16189
16238,48882,16068,16192,48953,16098,16152,48973,16121,16116,48949,16181,48962,15772,16179,48931,48807,16200
16220,48888,16031,16174,48953,16060,16136,48974,16088,16090,48955,16167,48968,15512,16172,48924,48778,16197
16205,48857,16047,16167,48933,16070,16131,48955,16091,16080,48943,16164,48964,15566,16162,48906,48782,16187
16236,48791,16029,16201,48906,16059,16163,48935,16093,16131,48919,16176,48963,15662,16201,48949,48791,16180
16226,15424,15918,16218,48721,15989,16196,48799,16035,16171,48763,16138,48817,15802,16202,48969,48801,16075
16265,15928,15723,16267,48547,15888,16261,48714,15965,16252,48622,16103,48513,15872,16254,49021,48809,15958
16234,16030,48422,16251,15642,15747,16240,48582,15907,16226,48534,16081,48546,15877,16246,49000,48806,15862
16239,16084,48559,16259,15921,47984,16259,15536,15823,16256,15773,16019,15933,15954,16239,49011,48819,48514
16228,16149,48690,16261,16046,48589,16265,15947,47968,16266,15948,15951,16060,15994,16240,49005,48836,48715
16188,16157,48640,16226,16093,48487,16233,16041,15604,16230,16066,15917,16050,16083,16211,48992,48870,48716
16209,16176,48422,16250,16100,15708,16254,16034,15899,16233,16069,16028,15946,16116,16226,48990,48899,48554
16197,16153,15807,16230,16063,15936,16228,15999,16014,16208,16048,16078,15828,16126,16213,48971,48908,15412
16178,16137,15979,16201,16048,16034,16196,16003,16074,16169,16042,16131,48394,16146,16187,48948,48921,15898
16187,16069,16066,16195,15929,16115,16182,15823,16134,16155,15888,16172,48685,16144,16182,48945,48924,16021
16190,15982,16129,16184,48216,16162,16160,48629,16180,16129,48405,16214,48834,16141,16185,48937,48924,16092
16211,15902,16137,16202,48583,16163,16176,48734,16178,16141,48666,16216,48900,16108,16194,48931,48915,16132
16197,48380,16146,16175,48771,16167,16143,48829,16179,16088,48785,16216,48936,16063,16172,48919,48900,16168
16243,48787,16132,16210,48908,16146,16173,48935,16147,16144,48914,16191,48949,15910,16175,48909,48903,16160
16230,48780,16113,16195,48906,16142,16158,48936,16153,16129,48914,16202,48959,15893,16188,48916,48922,16141
16209,48687,16094,16182,48837,16129,16150,48881,16141,16122,48838,16186,48926,15962,16182,48918,48936,16118
16216,48262,16112,16201,48778,16140,16172,48831,16153,16145,48790,16194,48913,16021,16193,48912,48952,16063
16209,15703,16138,16197,48702,16158,16169,48789,16172,16139,48704,16210,48899,16093,16184,48901,48969,15998
16188,15895,16150,16179,48503,16171,16156,48665,16183,16123,48258,16210,48828,16146,16162,48893,48978,15870
16183,16049,16143,16189,15848,16164,16169,48322,16185,16140,15778,16210,48834,16155,16182,48872,48987,15741
16184,16058,16148,16189,15897,16170,16173,15710,16185,16145,15927,16207,48742,16175,16171,48900,48991,14720
16180,16103,16146,16194,15969,16169,16179,15814,16186,16149,15944,16209,48755,16175,16175,48877,48993,48406
16144,16124,16151,16159,16028,16175,16146,15946,16192,16106,16022,16208,48720,16196,16148,48842,48996,48593
16154,16114,16160,16170,16006,16184,16154,15902,16198,16118,16003,16214,48767,16193,16153,48828,49001,48555
16141,16131,16147,16158,16027,16175,16145,15950,16192,16102,16026,16208,48721,16199,16152,48846,48995,48620
16158,16141,16130,16176,16055,16157,16169,16009,16173,16141,16065,16187,48443,16192,16161,48898,48985,48645
16168,16149,16099,16190,16066,16140,16183,16015,16158,16153,16066,16177,48522,16185,16173,48909,48980,48601
16186,16137,16076,16206,16026,16130,16195,15928,16151,16169,16001,16179,48688,16151,16195,48919,48974,15787
16204,16048,16103,16211,15812,16146,16192,48420,16168,16159,15727,16205,48832,16122,16205,48918,48960,16025
16214,15675,16144,16202,48690,16169,16174,48790,16182,16138,48660,16219,48897,16081,16185,48910,48944,16073
16188,48364,16151,16161,48696,16173,16131,48744,16182,16063,48459,16207,48902,16082,16150,48904,48950,16131
16172,48697,16161,16141,48827,16181,16069,48885,16192,15963,48858,16230,48983,15890,16130,48790,48929,16160
16160,48843,16162,16102,48899,16181,16020,48914,16182,15924,48901,16211,48987,48224,16109,48789,48900,16200
16148,48874,16136,16084,48916,16160,16001,48936,16166,15901,48931,16194,48995,48672,16114,48782,48861,16215
16153,48947,16145,16057,48967,16167,15942,48972,16159,15848,48962,16170,48977,48781,16085,48815,48822,16221
16142,48962,16075,16047,48988,16127,15938,49002,16122,15909,49000,16153,48971,48899,16119,48807,48758,16231
16139,48958,16007,16050,48980,16043,15961,48985,16031,15968,48978,16081,48935,48909,16108,48838,48735,16235
16155,48961,15972,16082,48992,16028,16014,49004,16023,16017,48995,16082,48915,48908,16116,48866,48674,16206
16139,48973,15826,16057,48997,15927,15975,49009,15925,16002,49003,16034,48915,48935,16118,48870,48541,16224
16131,48986,14848,16037,49007,15740,15956,49006,15639,16011,48998,15906,48858,48951,16096,48909,15538,16229
16155,48996,48260,16087,49025,15723,16019,49030,15644,16051,49027,15924,48886,48972,16133,48908,15790,16227
16155,48995,15582,16080,49022,15778,16013,49026,15716,16033,49022,15940,48905,48958,16131,48916,15626,16234
16180,48983,15824,16131,49021,15917,16064,49029,15897,16074,49026,16021,48918,48945,16147,48916,48462,16227
16190,48959,15955,16144,48999,16021,16088,49020,16016,16086,49005,16080,48930,48906,16145,48900,48675,16222
16200,48938,16089,16151,48985,16124,16084,49009,16121,16045,48996,16166,48977,48842,16154,48840,48774,16214
16160,48805,16133,16110,48866,16152,16038,48886,16154,15960,48855,16195,48958,15592,16131,48841,48875,16190
16169,48496,16159,16142,48703,16182,16086,48771,16195,15986,48664,16224,48966,16010,16139,48836,48918,16169
16141,15880,16167,16116,15662,16186,16060,15256,16197,15929,15882,16213,48916,16136,16073,48845,48948,16134
16138,16048,16150,16132,15978,16174,16099,15940,16188,16000,16036,16207,48887,16171,16095,48862,48961,16069
16203,16079,16115,16210,15946,16154,16189,15810,16179,16133,15946,16227,48898,16157,16190,48916,48952,16062
16193,16054,16123,16194,15934,16155,16176,15818,16176,16130,16008,16205,48830,16159,16172,48924,48950,16038
16199,16087,16076,16205,16000,16130,16191,15906,16151,16151,16027,16182,48726,16168,16175,48939,48947,15927
16192,16160,15986,16219,16096,16044,16218,16050,16089,16187,16101,16138,15522,16165,16191,48947,48950,15602
16177,16178,15887,16209,16134,15976,16213,16093,16034,16185,16133,16095,15863,16178,16175,48951,48943,48460
16169,16187,15826,16209,16138,15948,16215,16099,16017,16192,16133,16069,15958,16178,16174,48952,48942,48655
16150,16209,47872,16200,16168,15786,16216,16143,15921,16203,16149,16011,16075,16171,16162,48947,48937,48750
16141,16210,48511,16193,16167,15641,16209,16140,15864,16203,16155,15931,16125,16166,16150,48949,48930,48791
16124,16230,48626,16185,16189,48204,16207,16159,15780,16205,16162,15879,16139,16161,16150,48949,48931,48789
16108,16218,48683,16177,16181,48522,16198,16159,15320,16199,16160,15750,16145,16149,16149,48948,48927,48805
16105,16218,48737,16177,16182,48642,16200,16158,48456,16205,16154,15522,16157,16140,16151,48948,48929,48822
16128,16201,48761,16182,16168,48670,16203,16140,48531,16208,16138,15400,16152,16135,16152,48955,48921,48810
16164,16191,48747,16213,16152,48677,16234,16135,48585,16236,16136,48188,16140,16094,16188,48975,48910,48736
16200,16148,48527,16238,16030,15693,16239,15905,15893,16228,15979,16005,15948,16073,16219,48970,48915,48586
16230,16010,15857,16235,15727,15936,16223,14912,16006,16201,15871,16083,48438,16059,16206,48979,48907,15988
16230,48666,16046,16204,48844,16093,16170,48890,16124,16128,48833,16184,48920,15910,16197,48938,48886,16133
16204,48730,16082,16177,48866,16118,16140,48907,16132,16096,48898,16183,48957,15600,16168,48893,48864,16185
16190,48855,16114,16153,48928,16135,16099,48954,16137,16030,48940,16180,48987,48577,16152,48860,48822,16207
16174,48905,16132,16118,48962,16147,16023,48987,16149,15941,48972,16191,49005,48594,16132,48835,48805,16220
16191,48908,16127,16140,48977,16143,16051,49016,16149,15988,49009,16199,49032,48663,16146,48823,48792,16224
16205,48833,16105,16164,48925,16134,16115,48951,16140,16055,48933,16181,48974,15444,16166,48905,48842,16180
16219,48387,16063,16202,48783,16113,16173,48841,16134,16146,48810,16178,48905,15962,16197,48941,48899,16121
16238,15570,16042,16226,48754,16107,16211,48813,16125,16151,48787,16187,48842,16006,16223,48968,48894,16041
16235,15975,15946,16238,15392,16027,16224,48579,16069,16198,15072,16145,48716,16053,16218,48978,48893,16004
16242,15867,15975,16234,48610,16047,16219,48731,16084,16198,48586,16150,48734,16023,16214,48977,48872,16028
16254,15724,15964,16247,48727,16045,16221,48815,16088,16193,48776,16172,48842,15941,16234,48974,48851,16089
16248,48691,16037,16221,48860,16097,16185,48911,16130,16157,48866,16189,48916,15777,16216,48956,48815,16148
16252,48809,16061,16218,48907,16100,16181,48929,16117,16152,48888,16176,48907,15506,16195,48957,48785,16170
16207,48818,16085,16171,48908,16128,16130,48936,16141,16061,48912,16199,48970,48386,16175,48909,48784,16202
16170,48847,16118,16126,48914,16143,16040,48934,16153,15938,48910,16202,48988,48184,16143,48868,48792,16214
16142,48886,16117,16070,48925,16137,15972,48933,16135,15865,48918,16165,48974,48641,16077,48819,48746,16227
16154,48934,16115,16080,48971,16136,15982,48990,16133,15877,48983,16172,48998,48786,16100,48814,48608,16226
16169,48956,16145,16101,48990,16157,16002,49010,16151,15874,48994,16177,49015,48804,16090,48811,48610,16256
16098,48939,16128,15955,48957,16145,15526,48960,16139,48500,48937,16161,48981,48652,16007,48821,48674,16217
16058,48962,16156,15845,48987,16177,48537,48988,16171,48709,48953,16183,49019,48679,15998,48819,48677,16248
16145,48828,16116,16086,48910,16132,16005,48934,16140,15884,48944,16183,49003,48775,16100,48774,48682,16234
16138,48911,16158,16044,48949,16170,15889,48964,16173,15420,48946,16199,49017,48692,16080,48795,48707,16238
16167,48842,16089,16125,48905,16115,16052,48918,16126,16002,48901,16163,48948,48553,16129,48878,48788,16209
16210,48900,16087,16164,48949,16114,16122,48970,16122,16071,48942,16157,48946,48688,16159,48913,48795,16191
16182,48930,16125,16120,48979,16148,16024,48998,16153,15959,48980,16187,48986,48695,16141,48903,48785,16203
16183,48836,16083,16148,48913,16115,16084,48940,16131,16033,48937,16173,48976,48671,16157,48896,48805,16199
16184,48926,16099,16110,48972,16138,15998,48983,16143,15885,48951,16176,48985,48551,16139,48930,48754,16197
16232,48455,16005,16220,48815,16061,16187,48889,16089,16162,48864,16160,48892,48208,16193,48934,48810,16161
16240,15778,15827,16232,48651,15927,16210,48745,16000,16189,48673,16104,48762,15930,16216,48994,48814,16043
16252,16000,15789,16258,48300,15932,16245,48679,16004,16228,48641,16108,48663,15927,16246,49000,48829,16001
16243,16095,15664,16263,15768,15989,16254,48692,16069,16227,48742,16172,48849,16007,16286,49026,48818,15976
16212,16159,15920,16238,16041,16045,16221,15913,16111,16195,15957,16155,15749,16145,16212,48994,48948,48745
16159,16144,15987,16180,16073,16037,16178,16042,16066,16170,16094,16073,16070,16141,16138,48928,48929,48769
16126,16109,48338,16136,16064,15918,16133,16068,16025,16143,16141,16036,16188,16204,16164,49046,48935,48942
16153,16214,48506,16211,16161,15797,16227,16127,15925,16231,16121,15951,16162,16059,16189,48954,48892,48904
16140,16236,48224,16204,16185,15858,16222,16153,15950,16227,16148,15953,16161,16082,16175,48945,48908,48898
15811,16228,48208,16044,16209,15923,16085,16192,16017,16106,16197,15987,16184,16135,16079,48916,48912,48900
15780,16259,48056,16061,16243,15917,16118,16229,16005,16137,16227,15926,16212,16127,16064,48907,48918,48916
15940,16245,15408,16103,16225,15915,16141,16211,16000,16157,16217,15913,16227,16116,16063,48918,48915,48918
16048,16257,15594,16161,16214,15947,16183,16182,16016,16188,16175,15993,16169,16090,16146,48929,48919,48880
16066,16205,15772,16136,16173,16002,16147,16159,16057,16151,16177,16048,16152,16147,16138,48972,48907,48749
16267,15963,15920,16268,48655,16001,16258,48793,16001,16244,48773,16073,15894,15969,16225,49005,48898,48678
16265,48555,15985,16243,48847,16031,16209,48883,16026,16175,48837,16092,48680,15880,16166,48996,48871,16048
16247,48899,15969,16204,48984,16002,16160,49024,15986,16132,49026,16129,48995,48777,16202,48919,48790,16185
16188,48939,15936,16135,48982,15936,16059,48997,15926,16036,48983,16062,48943,48751,16141,48921,48766,16197
16186,48932,15873,16144,48974,15857,16061,48993,15887,16050,48975,16032,48899,48794,16131,48922,48769,16189
16157,48940,15991,16081,48998,15963,15926,49024,15982,15926,48999,16042,48967,48851,16085,48829,48755,16219
16134,48961,16141,16061,49006,16096,15844,49024,16072,48741,49028,16128,49014,48849,15983,48571,48783,16249
16157,48964,16143,16069,49003,16148,15915,49016,16140,15807,49003,16188,48980,48774,16038,48827,48743,16239
16139,48898,16158,16034,48924,16170,15879,48928,16169,15510,48886,16187,48987,48521,16026,48809,48781,16231
16094,48814,16199,15970,48839,16217,15704,48857,16226,48603,48766,16224,48985,15949,15966,48787,48821,16224
16143,48798,16210,16068,48896,16255,15941,48920,16261,15368,48838,16258,48998,15948,16045,48795,48829,16220
16079,48835,16231,15914,48842,16244,48220,48833,16244,48737,48774,16251,48998,16041,15886,48779,48825,16241
16013,48740,16226,15791,48767,16244,48518,48749,16247,48792,48663,16250,48997,16119,15826,48741,48852,16218
16036,15643,16205,15948,15687,16212,15811,15803,16213,48648,15921,16216,48943,16148,15874,48804,48873,16213
